 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.22297E-12
 0.23047E-12 0.23797E-12 0.37829E-11 0.39329E-11 0.40820E-11
 0.42301E-11 0.43767E-11 0.45216E-11 0.46644E-11 0.48046E-11
 0.49415E-11 0.50746E-11 0.52030E-11 0.53258E-11 0.54423E-11
 0.55514E-11 0.56524E-11 0.57448E-11 0.58281E-11 0.59023E-11
 0.59677E-11 0.60248E-11 0.60741E-11 0.61164E-11 0.61524E-11
 0.61827E-11 0.62082E-11 0.62295E-11 0.62471E-11 0.62617E-11
 0.62736E-11 0.62834E-11 0.62914E-11 0.62979E-11 0.63032E-11
 0.63075E-11 0.63109E-11 0.63137E-11 0.63159E-11 0.63177E-11
 0.63191E-11 0.63202E-11 0.63211E-11 0.63219E-11 0.63224E-11
 0.63229E-11 0.63233E-11 0.63236E-11 0.63238E-11 0.63240E-11
 0.63241E-11 0.63243E-11 0.63244E-11 0.63244E-11 0.63245E-11
 0.63245E-11 0.63246E-11 0.63246E-11 0.63246E-11 0.63246E-11
 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11
 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11
 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11
 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11
 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11
 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11
 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11
 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11
 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11
 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11
 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11 0.63247E-11
 0.63247E-11

 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.38217E-12 0.96867E-10
 0.39576E-09 0.92261E-09 0.16885E-08 0.26963E-08 0.39436E-08
 0.54244E-08 0.71052E-08 0.89861E-08 0.11052E-07 0.13285E-07
 0.15669E-07 0.18171E-07 0.20784E-07 0.23487E-07 0.26262E-07
 0.29087E-07 0.31946E-07 0.34816E-07 0.37679E-07 0.40515E-07
 0.43304E-07 0.46004E-07 0.48619E-07 0.51132E-07 0.53531E-07
 0.55803E-07 0.57882E-07 0.59818E-07 0.61609E-07 0.63254E-07
 0.64758E-07 0.66123E-07 0.67358E-07 0.68468E-07 0.69463E-07
 0.70349E-07 0.71136E-07 0.71833E-07 0.72447E-07 0.72987E-07
 0.73460E-07 0.73874E-07 0.74234E-07 0.74547E-07 0.74819E-07
 0.75053E-07 0.75256E-07 0.75430E-07 0.75580E-07 0.75709E-07
 0.75819E-07 0.75913E-07 0.75994E-07 0.76062E-07 0.76121E-07
 0.76170E-07 0.76212E-07 0.76248E-07 0.76278E-07 0.76303E-07
 0.76324E-07 0.76343E-07 0.76358E-07 0.76370E-07 0.76381E-07
 0.76390E-07 0.76398E-07 0.76404E-07 0.76409E-07 0.76414E-07
 0.76417E-07 0.76420E-07 0.76423E-07 0.76425E-07 0.76427E-07
 0.76428E-07 0.76429E-07 0.76430E-07 0.76431E-07 0.76432E-07
 0.76433E-07 0.76433E-07 0.76433E-07 0.76434E-07 0.76434E-07
 0.76434E-07 0.76434E-07 0.76435E-07 0.76435E-07 0.76435E-07
 0.76435E-07 0.76435E-07 0.76435E-07 0.76435E-07 0.76435E-07
 0.76435E-07 0.76435E-07 0.76435E-07 0.76435E-07 0.76435E-07
 0.76435E-07 0.76435E-07 0.76435E-07 0.76435E-07 0.76435E-07
 0.76435E-07 0.76435E-07 0.76435E-07 0.76435E-07 0.76435E-07
 0.76435E-07

 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.10125E-09 0.64659E-09 0.11148E-08
 0.14870E-08 0.17717E-08 0.19821E-08 0.21310E-08 0.22301E-08
 0.22897E-08 0.23182E-08 0.23230E-08 0.23099E-08 0.22838E-08
 0.22487E-08 0.22076E-08 0.21631E-08 0.21171E-08 0.20712E-08
 0.20267E-08 0.19844E-08 0.19450E-08 0.19090E-08 0.18770E-08
 0.18490E-08 0.18253E-08 0.18060E-08 0.17910E-08 0.17804E-08
 0.17741E-08 0.17718E-08 0.17735E-08 0.17790E-08 0.17881E-08
 0.18006E-08 0.18162E-08 0.18349E-08 0.18563E-08 0.18804E-08
 0.19069E-08 0.19357E-08 0.19667E-08 0.19997E-08 0.20347E-08
 0.20716E-08 0.21102E-08 0.21505E-08 0.21925E-08 0.22361E-08
 0.22813E-08 0.23280E-08 0.23763E-08 0.24261E-08 0.24774E-08
 0.25302E-08 0.25846E-08 0.26406E-08 0.26981E-08 0.27572E-08
 0.28180E-08 0.28804E-08 0.29445E-08 0.30104E-08 0.30780E-08
 0.31475E-08 0.32189E-08 0.32922E-08 0.33675E-08 0.34448E-08
 0.35243E-08 0.36059E-08 0.36898E-08 0.37760E-08 0.38646E-08
 0.39557E-08 0.40494E-08 0.41457E-08 0.42448E-08 0.43468E-08
 0.44516E-08 0.45596E-08 0.46707E-08 0.47850E-08 0.49028E-08
 0.50241E-08 0.51491E-08 0.52778E-08 0.54105E-08 0.55473E-08
 0.56883E-08 0.58338E-08 0.59839E-08 0.61387E-08 0.62985E-08
 0.64634E-08 0.66337E-08 0.68096E-08 0.69914E-08 0.71791E-08
 0.73732E-08

