  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.000000E+00  0.229018E-10  0.390852E-09  0.390852E-09  0.438410E-09
  0.438410E-09  0.488564E-09  0.488564E-09  0.493328E-09  0.510122E-09
  0.517304E-09  0.517888E-09  0.526763E-09  0.542629E-09  0.572432E-09
  0.590879E-09  0.639062E-09  0.693845E-09  0.764017E-09  0.841993E-09
  0.937077E-09  0.104765E-08  0.116954E-08  0.130226E-08  0.145092E-08
  0.161112E-08  0.178430E-08  0.197025E-08  0.216956E-08  0.238153E-08
  0.260597E-08  0.284304E-08  0.309293E-08  0.335540E-08  0.363039E-08
  0.391814E-08  0.421843E-08  0.453129E-08  0.485664E-08  0.519447E-08
  0.554479E-08  0.590763E-08  0.628293E-08  0.667066E-08  0.707082E-08
  0.748340E-08  0.790837E-08  0.834572E-08  0.879545E-08  0.925753E-08
  0.973197E-08  0.102188E-07  0.107179E-07  0.112293E-07  0.117530E-07
  0.122891E-07  0.128374E-07  0.133980E-07  0.139709E-07  0.145561E-07
  0.151535E-07  0.157631E-07  0.163850E-07  0.170190E-07  0.176652E-07
  0.183236E-07  0.189941E-07  0.196766E-07  0.203712E-07  0.210777E-07
  0.217961E-07  0.225262E-07  0.232681E-07  0.240214E-07  0.247861E-07
  0.255620E-07  0.263488E-07  0.271464E-07  0.279543E-07  0.287722E-07
  0.295999E-07  0.304368E-07  0.312827E-07  0.321370E-07  0.329994E-07
  0.338693E-07  0.347464E-07  0.356301E-07  0.365201E-07  0.374159E-07
  0.383171E-07  0.392234E-07  0.401343E-07  0.410496E-07  0.419688E-07

  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
  0.876698E-10  0.186758E-09  0.227082E-09  0.307246E-09  0.423286E-09
  0.434306E-09  0.442054E-09  0.453121E-09  0.453121E-09  0.465590E-09
  0.474308E-09  0.493364E-09  0.523193E-09  0.543103E-09  0.586247E-09
  0.649220E-09  0.719785E-09  0.797933E-09  0.888664E-09  0.993818E-09
  0.111270E-08  0.124441E-08  0.138939E-08  0.154764E-08  0.171917E-08
  0.190264E-08  0.209996E-08  0.230947E-08  0.253227E-08  0.276775E-08
  0.301607E-08  0.327713E-08  0.355104E-08  0.383758E-08  0.413686E-08
  0.444879E-08  0.477330E-08  0.511041E-08  0.546007E-08  0.582225E-08
  0.619695E-08  0.658415E-08  0.698382E-08  0.739595E-08  0.782051E-08
  0.825749E-08  0.870688E-08  0.916866E-08  0.964282E-08  0.101293E-07
  0.106282E-07  0.111394E-07  0.116630E-07  0.121988E-07  0.127470E-07
  0.133075E-07  0.138802E-07  0.144653E-07  0.150626E-07  0.156721E-07
  0.162939E-07  0.169278E-07  0.175740E-07  0.182323E-07  0.189027E-07
  0.195852E-07  0.202797E-07  0.209862E-07  0.217045E-07  0.224346E-07
  0.231764E-07  0.239298E-07  0.246945E-07  0.254703E-07  0.262571E-07
  0.270546E-07  0.278625E-07  0.286804E-07  0.295081E-07  0.303450E-07
  0.311909E-07  0.320452E-07  0.329075E-07  0.337775E-07  0.346545E-07
  0.355382E-07  0.364282E-07  0.373240E-07  0.382253E-07  0.391315E-07
  0.400424E-07  0.409577E-07  0.418769E-07  0.427997E-07  0.437259E-07

  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.666004E-10
  0.309925E-09  0.412019E-09  0.471652E-09  0.487711E-09  0.501396E-09
